gemeinde;name;lat;long
Olewig;Weingut Deutschherrenhof;49.7431279625995;6.66558846347199
Olewig;Weingut von Nell;49.7381340708074;6.6584330245895
Olewig;Weingut Terges;49.7435253070577;6.66188269942949
Olewig;Weingut Beckers;49.7423389259226;6.66898483939555
Olewig;Weingut Schleimer;49.7340991947437;6.68067775243044
Olewig;Weingut / Weinstube St. Annenhof Herrmann Oberbillig;49.7434178986425;6.66086689191924
